market_customer_id,is_our_customer,segment,region,industry,company_size,country,potential_value_score
C0476,Yes,Mid-Market,North,Retail,Small,UK,6
C0477,Yes,SMB,West,Healthcare,Small,Germany,23
C0478,Yes,SMB,North,Healthcare,Medium,India,34
C0479,Yes,Mid-Market,East,Manufacturing,Large,UK,64
C0480,Yes,SMB,South,Retail,Medium,India,27
C0481,Yes,SMB,West,Finance,Large,Germany,31
C0482,Yes,Mid-Market,West,Retail,Large,UK,82
C0483,Yes,Enterprise,South,Finance,Medium,UAE,37
C0484,Yes,Mid-Market,West,Finance,Medium,UK,88
C0485,Yes,Enterprise,East,Tech,Large,UK,73
C0486,Yes,Mid-Market,South,Finance,Small,India,40
C0487,Yes,Mid-Market,South,Tech,Large,USA,76
C0488,Yes,SMB,East,Retail,Large,UAE,64
C0489,Yes,Enterprise,East,Healthcare,Medium,Germany,15
C0490,Yes,Enterprise,East,Finance,Small,India,86
C0491,Yes,Enterprise,North,Retail,Medium,UK,2
C0492,Yes,Enterprise,South,Finance,Large,Germany,35
C0493,Yes,Mid-Market,West,Healthcare,Large,India,10
C0494,Yes,Mid-Market,West,Healthcare,Medium,Germany,72
C0495,Yes,SMB,North,Retail,Small,India,41
C0496,Yes,Enterprise,East,Finance,Large,Germany,23
C0497,Yes,Enterprise,West,Healthcare,Small,USA,71
C0498,Yes,Enterprise,North,Healthcare,Large,UAE,29
C0499,Yes,Enterprise,South,Finance,Medium,UK,88
C0500,Yes,Mid-Market,North,Manufacturing,Large,Germany,31
C0501,Yes,Mid-Market,East,Healthcare,Medium,India,92
C0502,Yes,Mid-Market,West,Retail,Large,USA,74
C0503,Yes,Mid-Market,North,Retail,Large,Germany,44
C0504,Yes,Mid-Market,South,Retail,Small,Germany,99
C0505,Yes,Enterprise,North,Tech,Large,UK,36
C0506,Yes,SMB,South,Healthcare,Large,Germany,65
C0507,Yes,Mid-Market,East,Healthcare,Medium,India,81
C0508,Yes,Enterprise,South,Retail,Medium,USA,5
C0509,Yes,SMB,South,Tech,Medium,India,38
C0510,Yes,Enterprise,West,Tech,Small,UAE,83
C0511,Yes,Enterprise,South,Tech,Small,UK,3
C0512,Yes,SMB,East,Healthcare,Large,India,43
C0513,Yes,SMB,North,Retail,Medium,UAE,47
C0514,Yes,Mid-Market,South,Finance,Medium,USA,94
C0515,Yes,SMB,East,Manufacturing,Medium,USA,13
C0516,Yes,Mid-Market,West,Manufacturing,Large,Germany,67
C0517,Yes,Enterprise,South,Tech,Small,India,69
C0518,Yes,SMB,North,Healthcare,Medium,UK,39
C0519,Yes,Enterprise,East,Manufacturing,Small,UAE,63
C0520,Yes,SMB,North,Tech,Small,UAE,31
C0521,Yes,Mid-Market,North,Healthcare,Large,Germany,69
C0522,Yes,Enterprise,East,Tech,Large,UK,53
C0523,Yes,Mid-Market,North,Healthcare,Medium,UK,95
C0524,Yes,SMB,West,Retail,Small,Germany,14
C0525,Yes,SMB,East,Finance,Large,India,95
C0526,Yes,Enterprise,South,Tech,Small,USA,17
C0527,Yes,SMB,East,Finance,Large,UK,30
C0528,Yes,Mid-Market,West,Retail,Large,UAE,84
C0529,Yes,Mid-Market,North,Tech,Medium,India,4
C0530,Yes,SMB,West,Healthcare,Medium,UK,67
C0531,Yes,Mid-Market,North,Tech,Large,USA,63
C0532,Yes,Enterprise,East,Manufacturing,Small,India,65
C0533,Yes,Enterprise,West,Finance,Large,Germany,25
C0534,Yes,Mid-Market,South,Finance,Small,USA,9
C0535,Yes,Enterprise,West,Tech,Medium,UK,91
C0536,Yes,Enterprise,North,Tech,Medium,Germany,23
C0537,Yes,Mid-Market,East,Retail,Medium,USA,56
C0538,Yes,Enterprise,East,Finance,Small,India,89
C0539,Yes,Enterprise,South,Healthcare,Large,India,35
C0540,Yes,Mid-Market,West,Manufacturing,Small,India,10
C0541,Yes,Enterprise,East,Manufacturing,Medium,USA,80
C0542,Yes,SMB,West,Finance,Small,USA,26
C0543,Yes,Enterprise,West,Manufacturing,Small,India,94
C0544,Yes,Enterprise,East,Tech,Small,USA,23
C0545,Yes,Mid-Market,North,Healthcare,Large,UAE,1
C0546,Yes,Mid-Market,West,Manufacturing,Medium,USA,70
C0547,Yes,Enterprise,South,Finance,Medium,UAE,35
C0548,Yes,SMB,East,Manufacturing,Large,UK,41
C0549,Yes,Mid-Market,East,Retail,Small,Germany,70
C0550,Yes,SMB,North,Retail,Medium,UAE,7
C0551,Yes,Enterprise,North,Healthcare,Medium,UAE,42
C0552,Yes,SMB,South,Finance,Medium,Germany,10
C0553,Yes,Enterprise,North,Healthcare,Medium,Germany,35
C0554,Yes,Mid-Market,North,Tech,Small,UK,76
C0555,Yes,Enterprise,East,Healthcare,Large,USA,25
C0556,Yes,Enterprise,South,Finance,Large,USA,93
C0557,Yes,Enterprise,East,Manufacturing,Large,USA,11
C0558,Yes,Mid-Market,South,Tech,Small,UAE,77
C0559,Yes,SMB,East,Tech,Small,Germany,3
C0560,Yes,Enterprise,East,Healthcare,Medium,Germany,86
C0561,Yes,SMB,North,Tech,Medium,India,49
C0562,Yes,SMB,West,Healthcare,Medium,USA,39
C0563,Yes,SMB,North,Retail,Small,UK,94
C0564,Yes,SMB,North,Manufacturing,Large,Germany,36
C0565,Yes,Enterprise,North,Finance,Medium,Germany,30
C0566,Yes,Mid-Market,East,Manufacturing,Medium,Germany,93
C0567,Yes,Enterprise,West,Finance,Medium,UAE,58
C0568,Yes,Enterprise,South,Healthcare,Small,UAE,69
C0569,Yes,SMB,South,Finance,Medium,UAE,100
C0570,Yes,SMB,East,Retail,Small,UK,53
C0571,Yes,SMB,North,Healthcare,Medium,UAE,14
C0572,Yes,SMB,North,Tech,Medium,UK,39
C0573,Yes,Enterprise,South,Tech,Small,UAE,19
C0574,Yes,Mid-Market,East,Finance,Large,USA,53
C0575,Yes,SMB,East,Tech,Large,UK,50
C0576,Yes,Mid-Market,West,Retail,Large,USA,38
C0577,Yes,SMB,South,Healthcare,Small,UK,75
C0578,Yes,Enterprise,East,Retail,Large,UAE,78
C0579,Yes,Enterprise,East,Tech,Medium,USA,93
C0580,Yes,Enterprise,North,Tech,Large,UAE,96
C0581,Yes,Mid-Market,East,Tech,Large,USA,80
C0582,Yes,Enterprise,South,Tech,Small,UK,16
C0583,Yes,Enterprise,East,Manufacturing,Large,UK,47
C0584,Yes,Enterprise,North,Healthcare,Small,India,78
C0585,Yes,Enterprise,North,Finance,Small,India,16
C0586,Yes,Mid-Market,North,Healthcare,Medium,UK,72
C0587,Yes,Enterprise,North,Retail,Small,UAE,75
C0588,Yes,Enterprise,East,Manufacturing,Small,Germany,58
C0589,Yes,Enterprise,South,Finance,Small,USA,25
C0590,Yes,SMB,North,Healthcare,Large,Germany,98
C0591,Yes,SMB,East,Healthcare,Large,UAE,54
C0592,Yes,SMB,East,Finance,Large,UAE,29
C0593,Yes,Mid-Market,West,Tech,Small,Germany,71
C0594,Yes,SMB,West,Tech,Small,Germany,85
C0595,Yes,Mid-Market,East,Healthcare,Small,UAE,42
C0596,Yes,Mid-Market,East,Manufacturing,Small,UAE,4
C0597,Yes,Mid-Market,East,Finance,Small,Germany,14
C0598,Yes,Mid-Market,North,Retail,Medium,USA,92
C0599,Yes,Mid-Market,North,Manufacturing,Large,USA,92
C0600,Yes,Mid-Market,South,Manufacturing,Medium,UK,64
C0601,Yes,SMB,South,Retail,Large,UK,81
C0602,Yes,SMB,East,Retail,Medium,Germany,51
C0603,Yes,SMB,South,Finance,Large,USA,44
C0604,Yes,SMB,South,Retail,Large,UK,22
C0605,Yes,SMB,North,Tech,Medium,USA,42
C0606,Yes,Enterprise,West,Healthcare,Small,USA,30
C0607,Yes,SMB,South,Tech,Small,UK,13
C0608,Yes,Mid-Market,South,Manufacturing,Large,India,33
C0609,Yes,Mid-Market,East,Tech,Medium,UAE,10
C0610,Yes,Enterprise,East,Retail,Medium,India,29
C0611,Yes,SMB,East,Finance,Small,UAE,57
C0612,Yes,Mid-Market,North,Manufacturing,Large,India,57
C0613,Yes,SMB,North,Finance,Medium,India,18
C0614,Yes,Enterprise,South,Retail,Small,India,93
C0615,Yes,Enterprise,South,Retail,Large,UAE,15
C0616,Yes,Enterprise,West,Finance,Medium,Germany,14
C0617,Yes,Enterprise,East,Tech,Medium,UAE,3
C0618,Yes,Mid-Market,West,Healthcare,Medium,India,20
C0619,Yes,SMB,North,Manufacturing,Small,USA,37
C0620,Yes,SMB,South,Finance,Medium,UK,60
C0621,Yes,Enterprise,East,Tech,Medium,UAE,49
C0622,Yes,Enterprise,North,Manufacturing,Small,USA,54
C0623,Yes,SMB,North,Retail,Small,UAE,97
C0624,Yes,Mid-Market,South,Finance,Small,USA,10
C0625,Yes,Mid-Market,East,Finance,Small,UK,5
C0626,Yes,Mid-Market,West,Manufacturing,Large,USA,81
C0627,Yes,Enterprise,West,Healthcare,Medium,UK,3
C0628,Yes,SMB,South,Manufacturing,Large,Germany,62
C0629,Yes,Enterprise,West,Manufacturing,Large,Germany,20
C0630,Yes,Mid-Market,West,Manufacturing,Medium,Germany,73
C0631,Yes,Enterprise,North,Retail,Small,UAE,82
C0632,Yes,Mid-Market,North,Healthcare,Large,Germany,56
C0633,Yes,Mid-Market,South,Tech,Medium,Germany,34
C0634,Yes,Mid-Market,North,Tech,Large,India,73
C0635,Yes,Enterprise,East,Manufacturing,Small,Germany,74
C0636,Yes,Enterprise,North,Finance,Medium,USA,2
C0637,Yes,Mid-Market,West,Retail,Medium,UK,70
C0638,Yes,Mid-Market,East,Tech,Large,USA,5
C0639,Yes,Enterprise,North,Finance,Large,USA,7
C0640,Yes,Mid-Market,East,Finance,Large,USA,63
C0641,Yes,Mid-Market,East,Retail,Small,India,95
C0642,Yes,SMB,South,Finance,Small,UK,85
C0643,Yes,SMB,South,Retail,Large,USA,8
C0644,Yes,SMB,West,Finance,Large,USA,72
C0645,Yes,Mid-Market,East,Tech,Large,Germany,96
C0646,Yes,Mid-Market,South,Manufacturing,Small,Germany,17
C0647,Yes,SMB,East,Finance,Large,USA,22
C0648,Yes,Enterprise,North,Manufacturing,Small,UK,80
C0649,Yes,Mid-Market,North,Healthcare,Large,India,33
C0650,Yes,SMB,East,Retail,Small,USA,70
C0651,Yes,SMB,West,Healthcare,Small,USA,95
C0652,Yes,SMB,North,Manufacturing,Large,UAE,9
C0653,Yes,Enterprise,North,Retail,Large,Germany,94
C0654,Yes,Mid-Market,North,Retail,Small,India,64
C0655,Yes,Enterprise,North,Finance,Medium,India,38
C0656,Yes,Enterprise,West,Tech,Large,Germany,66
C0657,Yes,Enterprise,West,Finance,Medium,UAE,8
C0658,Yes,SMB,North,Retail,Small,UAE,58
C0659,Yes,SMB,North,Healthcare,Small,India,30
C0660,Yes,SMB,West,Healthcare,Medium,India,100
C0661,Yes,Enterprise,North,Retail,Medium,UK,51
C0662,Yes,Mid-Market,South,Retail,Medium,India,30
C0663,Yes,Mid-Market,South,Healthcare,Small,UK,4
C0664,Yes,Enterprise,North,Healthcare,Small,UK,4
C0665,Yes,Mid-Market,North,Finance,Large,USA,47
C0666,Yes,Enterprise,East,Tech,Small,Germany,49
C0667,Yes,Mid-Market,East,Tech,Medium,UAE,5
C0668,Yes,Enterprise,North,Manufacturing,Medium,India,71
C0669,Yes,Mid-Market,West,Finance,Medium,India,17
C0670,Yes,Enterprise,West,Finance,Large,India,14
C0671,Yes,Mid-Market,North,Manufacturing,Large,Germany,93
C0672,Yes,SMB,North,Manufacturing,Large,UK,58
C0673,Yes,Enterprise,North,Healthcare,Medium,UK,67
C0674,Yes,Enterprise,North,Healthcare,Small,USA,99
C0675,Yes,Enterprise,South,Tech,Medium,UK,100
C0676,Yes,Enterprise,South,Tech,Small,UK,57
C0677,Yes,Enterprise,North,Finance,Small,India,1
C0678,Yes,Enterprise,South,Healthcare,Small,UK,76
C0679,Yes,Enterprise,North,Finance,Large,India,60
C0680,Yes,Enterprise,South,Manufacturing,Large,USA,8
C0681,Yes,SMB,West,Healthcare,Small,USA,66
C0682,Yes,Mid-Market,North,Tech,Large,Germany,57
C0683,Yes,Enterprise,North,Finance,Small,UK,67
C0684,Yes,SMB,West,Manufacturing,Large,Germany,34
C0685,Yes,Enterprise,East,Tech,Medium,India,1
C0686,Yes,Enterprise,West,Finance,Medium,India,33
C0687,Yes,Enterprise,East,Finance,Large,USA,39
C0688,Yes,Mid-Market,South,Healthcare,Large,USA,66
C0689,Yes,Mid-Market,North,Manufacturing,Medium,UK,56
C0690,Yes,SMB,North,Tech,Small,UK,58
C0691,Yes,Mid-Market,West,Healthcare,Medium,USA,20
C0692,Yes,Enterprise,South,Tech,Small,UAE,52
C0693,Yes,Mid-Market,South,Finance,Large,India,57
C0694,Yes,Enterprise,North,Tech,Small,USA,44
C0695,Yes,Enterprise,North,Retail,Large,UK,36
C0696,Yes,SMB,South,Finance,Medium,USA,9
C0697,Yes,Enterprise,West,Manufacturing,Small,Germany,100
C0698,Yes,Mid-Market,North,Finance,Large,Germany,94
C0699,Yes,Enterprise,South,Manufacturing,Large,Germany,36
C0700,Yes,Mid-Market,East,Manufacturing,Small,Germany,48
C0701,Yes,Enterprise,South,Retail,Small,India,3
C0702,Yes,SMB,East,Healthcare,Large,India,69
C0703,Yes,Enterprise,East,Tech,Small,USA,84
C0704,Yes,Enterprise,West,Tech,Small,UK,86
C0705,Yes,SMB,South,Retail,Large,UK,2
C0706,Yes,SMB,North,Tech,Medium,Germany,28
C0707,Yes,Enterprise,South,Retail,Small,Germany,55
C0708,Yes,SMB,South,Finance,Medium,India,76
C0709,Yes,Mid-Market,South,Healthcare,Small,UAE,30
C0710,Yes,Mid-Market,North,Retail,Large,UK,59
C0711,Yes,Enterprise,West,Finance,Small,Germany,93
C0712,Yes,Mid-Market,South,Retail,Small,India,41
C0713,Yes,Mid-Market,South,Tech,Medium,UAE,25
C0714,Yes,SMB,East,Retail,Large,UAE,79
C0715,Yes,Mid-Market,North,Healthcare,Small,India,55
C0716,Yes,SMB,East,Finance,Large,India,59
C0717,Yes,Enterprise,South,Healthcare,Medium,Germany,60
C0718,Yes,Mid-Market,West,Tech,Large,Germany,29
C0719,Yes,SMB,North,Healthcare,Large,UAE,55
C0720,Yes,SMB,West,Manufacturing,Large,India,66
C0721,Yes,SMB,East,Finance,Medium,Germany,52
C0722,Yes,Enterprise,South,Manufacturing,Large,USA,12
C0723,Yes,SMB,North,Finance,Small,India,68
C0724,Yes,SMB,South,Retail,Large,USA,33
C0725,Yes,Mid-Market,West,Healthcare,Large,Germany,91
C0726,Yes,Mid-Market,West,Healthcare,Medium,UAE,15
C0727,Yes,Enterprise,East,Manufacturing,Large,India,56
C0728,Yes,SMB,North,Healthcare,Large,UK,7
C0729,Yes,SMB,South,Manufacturing,Medium,UAE,85
C0730,Yes,Enterprise,East,Manufacturing,Small,India,97
C0731,Yes,SMB,West,Healthcare,Large,India,54
C0732,Yes,Mid-Market,North,Tech,Medium,Germany,77
C0733,Yes,Enterprise,West,Healthcare,Large,USA,24
C0734,Yes,Enterprise,West,Tech,Large,Germany,37
C0735,Yes,SMB,West,Finance,Medium,UAE,85
C0736,Yes,Enterprise,North,Tech,Large,UK,6
C0737,Yes,SMB,South,Retail,Small,USA,39
C0738,Yes,Enterprise,East,Healthcare,Medium,Germany,67
C0739,Yes,Mid-Market,West,Tech,Small,India,19
C0740,Yes,SMB,West,Tech,Large,Germany,67
C0741,Yes,Enterprise,South,Retail,Small,UK,15
C0742,Yes,Mid-Market,West,Manufacturing,Large,India,75
C0743,Yes,Enterprise,West,Finance,Small,Germany,58
C0744,Yes,Enterprise,East,Manufacturing,Medium,Germany,35
C0745,Yes,Enterprise,North,Retail,Small,UK,40
C0746,Yes,Mid-Market,North,Retail,Small,India,31
C0747,Yes,Mid-Market,South,Healthcare,Medium,India,9
C0748,Yes,SMB,West,Manufacturing,Small,Germany,76
C0749,Yes,Mid-Market,North,Manufacturing,Medium,Germany,61
C0750,Yes,Enterprise,East,Finance,Medium,USA,79
C0751,Yes,Enterprise,North,Manufacturing,Small,Germany,27
C0752,Yes,SMB,South,Retail,Small,India,32
C0753,Yes,Mid-Market,South,Healthcare,Small,UK,50
C0754,Yes,Mid-Market,West,Tech,Small,UK,57
C0755,Yes,Enterprise,East,Retail,Large,Germany,14
C0756,Yes,SMB,South,Tech,Small,Germany,97
C0757,Yes,SMB,North,Tech,Small,Germany,19
C0758,Yes,Mid-Market,South,Manufacturing,Large,UAE,31
C0759,Yes,Mid-Market,East,Manufacturing,Large,UK,61
C0760,Yes,Mid-Market,South,Manufacturing,Small,India,60
C0761,Yes,Mid-Market,South,Retail,Large,Germany,50
C0762,Yes,Mid-Market,South,Retail,Small,USA,44
C0763,Yes,SMB,West,Manufacturing,Large,UAE,30
C0764,Yes,Enterprise,West,Retail,Medium,India,79
C0765,Yes,SMB,North,Healthcare,Small,UK,25
C0766,Yes,Mid-Market,East,Manufacturing,Small,UAE,14
C0767,Yes,SMB,North,Healthcare,Small,UK,33
C0768,Yes,Enterprise,South,Manufacturing,Medium,UAE,26
C0769,Yes,SMB,North,Retail,Small,UAE,82
C0770,Yes,SMB,West,Finance,Medium,USA,8
C0771,Yes,Mid-Market,West,Finance,Large,Germany,65
C0772,Yes,SMB,East,Healthcare,Medium,India,47
C0773,Yes,Enterprise,East,Retail,Medium,India,74
C0774,Yes,Enterprise,South,Healthcare,Large,UAE,15
C0775,Yes,Enterprise,West,Manufacturing,Small,Germany,49
C0776,Yes,Mid-Market,South,Manufacturing,Large,UAE,22
C0777,Yes,Mid-Market,East,Tech,Large,India,30
C0778,Yes,SMB,West,Tech,Medium,USA,24
C0779,Yes,SMB,East,Finance,Small,UAE,15
C0780,Yes,Enterprise,North,Retail,Large,Germany,99
C0781,Yes,SMB,South,Manufacturing,Medium,Germany,47
C0782,Yes,SMB,South,Healthcare,Small,Germany,30
C0783,Yes,Mid-Market,West,Tech,Large,Germany,62
C0784,Yes,Enterprise,East,Tech,Large,UK,40
C0785,Yes,Enterprise,East,Manufacturing,Large,UK,27
C0786,Yes,Enterprise,West,Healthcare,Small,Germany,79
C0787,Yes,Enterprise,South,Tech,Large,UK,74
C0788,Yes,Mid-Market,South,Healthcare,Small,UK,55
C0789,Yes,SMB,South,Manufacturing,Large,UAE,62
C0790,Yes,Mid-Market,East,Finance,Small,UAE,40
C0791,Yes,Enterprise,North,Retail,Small,Germany,98
C0792,Yes,Mid-Market,North,Tech,Small,USA,56
C0793,Yes,Enterprise,East,Manufacturing,Small,India,31
C0794,Yes,Mid-Market,South,Manufacturing,Large,Germany,54
C0795,Yes,Mid-Market,East,Healthcare,Medium,UAE,41
C0796,Yes,SMB,East,Tech,Small,Germany,68
C0797,Yes,Mid-Market,North,Finance,Medium,UK,92
C0798,Yes,SMB,West,Retail,Medium,UK,53
C0799,Yes,SMB,South,Manufacturing,Large,UK,10
C0800,Yes,Mid-Market,East,Healthcare,Medium,India,87
C0801,Yes,Mid-Market,South,Manufacturing,Large,India,59
C0802,Yes,Enterprise,South,Healthcare,Small,UAE,80
C0803,Yes,Enterprise,North,Tech,Large,UAE,16
C0804,Yes,Mid-Market,South,Finance,Large,India,81
C0805,Yes,SMB,South,Finance,Small,India,89
C0806,Yes,Enterprise,West,Healthcare,Large,USA,82
C0807,Yes,Mid-Market,East,Finance,Large,India,14
C0808,Yes,Mid-Market,South,Retail,Small,UK,41
C0809,Yes,Enterprise,East,Finance,Large,USA,11
C0810,Yes,Enterprise,South,Retail,Small,India,62
C0811,Yes,SMB,East,Tech,Small,Germany,80
C0812,Yes,SMB,East,Finance,Medium,UAE,11
C0813,Yes,Mid-Market,East,Retail,Medium,USA,89
C0814,Yes,Enterprise,West,Tech,Medium,India,89
C0815,Yes,Mid-Market,East,Tech,Medium,UK,21
C0816,Yes,SMB,South,Healthcare,Small,Germany,97
C0817,Yes,Mid-Market,South,Manufacturing,Medium,UK,18
C0818,Yes,Enterprise,South,Retail,Medium,UK,54
C0819,Yes,SMB,West,Healthcare,Small,India,90
C0820,Yes,SMB,North,Healthcare,Small,UAE,33
C0821,Yes,SMB,East,Retail,Medium,India,58
C0822,Yes,SMB,East,Finance,Small,Germany,64
C0823,Yes,SMB,West,Tech,Small,UK,54
C0824,Yes,Mid-Market,East,Tech,Large,UAE,25
C0825,Yes,SMB,West,Manufacturing,Large,Germany,57
C0826,Yes,Enterprise,West,Finance,Medium,UK,57
C0827,Yes,Enterprise,South,Retail,Large,USA,28
C0828,Yes,Mid-Market,South,Tech,Small,UAE,94
C0829,Yes,SMB,South,Manufacturing,Small,Germany,89
C0830,Yes,Enterprise,East,Finance,Large,Germany,9
C0831,Yes,SMB,East,Tech,Small,Germany,24
C0832,Yes,Mid-Market,South,Healthcare,Small,USA,39
C0833,Yes,Enterprise,West,Tech,Small,UK,47
C0834,Yes,Mid-Market,West,Manufacturing,Medium,India,4
C0835,Yes,SMB,East,Retail,Small,Germany,80
C0836,Yes,Mid-Market,South,Retail,Small,USA,16
C0837,Yes,Enterprise,East,Retail,Medium,Germany,81
C0838,Yes,Enterprise,East,Manufacturing,Large,India,96
C0839,Yes,SMB,South,Retail,Large,USA,42
C0840,Yes,Enterprise,East,Healthcare,Medium,India,46
C0841,Yes,Enterprise,South,Finance,Small,UAE,43
C0842,Yes,SMB,South,Finance,Small,UK,54
C0843,Yes,Mid-Market,East,Manufacturing,Medium,India,34
C0844,Yes,Mid-Market,West,Retail,Large,UAE,47
C0845,Yes,Enterprise,North,Healthcare,Small,UK,3
C0846,Yes,Mid-Market,West,Retail,Large,India,54
C0847,Yes,SMB,West,Tech,Large,Germany,45
C0848,Yes,SMB,South,Tech,Medium,Germany,12
C0849,Yes,Enterprise,North,Manufacturing,Large,USA,97
C0850,Yes,SMB,South,Tech,Medium,USA,85
C0851,Yes,Mid-Market,South,Finance,Small,India,31
C0852,Yes,Enterprise,South,Tech,Large,UAE,30
C0853,Yes,Enterprise,North,Manufacturing,Small,UK,92
C0854,Yes,SMB,East,Tech,Large,UAE,15
C0855,Yes,SMB,North,Healthcare,Small,UK,45
C0856,Yes,Mid-Market,East,Healthcare,Small,UAE,50
C0857,Yes,Mid-Market,South,Finance,Large,UAE,44
C0858,Yes,Enterprise,North,Healthcare,Large,USA,11
C0859,Yes,SMB,West,Retail,Small,UAE,46
C0860,Yes,Mid-Market,South,Healthcare,Small,USA,5
C0861,Yes,Mid-Market,South,Retail,Medium,UAE,76
C0862,Yes,SMB,South,Manufacturing,Small,UK,75
C0863,Yes,SMB,West,Retail,Large,India,28
C0864,Yes,SMB,North,Manufacturing,Large,USA,5
C0865,Yes,SMB,West,Healthcare,Medium,UAE,64
C0866,Yes,Enterprise,South,Retail,Small,USA,28
C0867,Yes,SMB,North,Finance,Medium,UAE,56
C0868,Yes,Enterprise,East,Tech,Large,USA,26
C0869,Yes,SMB,South,Healthcare,Small,USA,39
C0870,Yes,Mid-Market,South,Tech,Small,India,12
C0871,Yes,Enterprise,North,Healthcare,Medium,USA,22
C0872,Yes,Enterprise,South,Healthcare,Small,UK,72
C0873,Yes,Enterprise,East,Tech,Small,UAE,99
C0874,Yes,Mid-Market,North,Manufacturing,Small,USA,12
C0875,Yes,Enterprise,East,Healthcare,Medium,UAE,30
C0876,Yes,Enterprise,East,Tech,Small,UAE,27
C0877,Yes,Enterprise,South,Healthcare,Medium,Germany,70
C0878,Yes,SMB,East,Healthcare,Large,UAE,9
C0879,Yes,Enterprise,South,Healthcare,Small,India,91
C0880,Yes,Mid-Market,West,Healthcare,Medium,UAE,43
C0881,Yes,Mid-Market,South,Finance,Small,UK,55
C0882,Yes,Mid-Market,North,Healthcare,Small,Germany,90
C0883,Yes,Mid-Market,East,Retail,Medium,UK,96
C0884,Yes,SMB,North,Healthcare,Medium,USA,85
C0885,Yes,SMB,West,Manufacturing,Large,UK,79
C0886,Yes,Enterprise,South,Finance,Large,USA,16
C0887,Yes,Enterprise,South,Retail,Small,India,76
C0888,Yes,SMB,East,Retail,Small,India,57
C0889,Yes,SMB,West,Manufacturing,Large,India,62
C0890,Yes,Enterprise,North,Manufacturing,Small,UAE,59
C0891,Yes,Mid-Market,North,Finance,Medium,UAE,55
C0892,Yes,SMB,South,Manufacturing,Small,USA,73
C0893,Yes,Mid-Market,North,Healthcare,Large,Germany,30
C0894,Yes,SMB,East,Tech,Medium,UK,14
C0895,Yes,SMB,East,Finance,Small,India,15
C0896,Yes,Enterprise,East,Retail,Medium,USA,42
C0897,Yes,Mid-Market,North,Retail,Large,UK,18
C0898,Yes,Mid-Market,North,Healthcare,Large,USA,18
C0899,Yes,SMB,West,Finance,Small,Germany,28
C0900,Yes,Enterprise,West,Healthcare,Small,India,67
C0901,Yes,Enterprise,North,Healthcare,Large,India,19
C0902,Yes,Mid-Market,West,Retail,Large,UAE,74
C0903,Yes,SMB,South,Retail,Large,UAE,97
C0904,Yes,SMB,North,Healthcare,Small,USA,12
C0905,Yes,SMB,South,Manufacturing,Small,USA,71
C0906,Yes,Mid-Market,North,Healthcare,Large,India,68
C0907,Yes,SMB,East,Finance,Large,Germany,14
C0908,Yes,Enterprise,East,Retail,Large,Germany,85
C0909,Yes,SMB,South,Tech,Small,India,29
C0910,Yes,SMB,West,Manufacturing,Medium,Germany,68
C0911,Yes,SMB,West,Healthcare,Medium,UAE,46
C0912,Yes,Enterprise,South,Healthcare,Small,USA,60
C0913,Yes,Mid-Market,West,Tech,Large,USA,85
C0914,Yes,Mid-Market,North,Retail,Large,UK,58
C0915,Yes,Enterprise,East,Manufacturing,Small,USA,24
C0916,Yes,SMB,West,Retail,Large,UAE,80
C0917,Yes,Enterprise,North,Healthcare,Medium,UAE,91
C0918,Yes,SMB,East,Finance,Large,India,24
C0919,Yes,Enterprise,East,Retail,Large,USA,31
C0920,Yes,Mid-Market,South,Retail,Large,USA,39
C0921,Yes,SMB,East,Healthcare,Small,USA,30
C0922,Yes,SMB,East,Manufacturing,Large,India,14
C0923,Yes,SMB,North,Healthcare,Medium,India,63
C0924,Yes,SMB,North,Finance,Small,India,4
C0925,Yes,Enterprise,East,Manufacturing,Medium,UAE,23
C0926,Yes,Enterprise,South,Retail,Large,USA,55
C0927,Yes,Enterprise,East,Tech,Small,India,11
C0928,Yes,Mid-Market,West,Retail,Large,Germany,43
C0929,Yes,SMB,West,Manufacturing,Large,India,65
C0930,Yes,SMB,North,Retail,Medium,India,56
C0931,Yes,Enterprise,North,Healthcare,Large,Germany,59
C0932,Yes,Enterprise,North,Finance,Large,UAE,54
C0933,Yes,SMB,East,Manufacturing,Large,UAE,27
C0934,Yes,Enterprise,East,Healthcare,Small,USA,55
C0935,Yes,SMB,West,Manufacturing,Medium,Germany,57
C0936,Yes,SMB,East,Retail,Large,Germany,26
C0937,Yes,Mid-Market,West,Tech,Medium,UK,76
C0938,Yes,Enterprise,South,Finance,Large,USA,84
C0939,Yes,Mid-Market,North,Finance,Large,India,77
C0940,Yes,SMB,West,Manufacturing,Medium,India,38
C0941,Yes,Enterprise,East,Retail,Small,UAE,18
C0942,Yes,SMB,North,Healthcare,Large,UK,35
C0943,Yes,Mid-Market,North,Tech,Medium,UK,57
C0944,Yes,Enterprise,South,Finance,Medium,India,45
C0945,Yes,Enterprise,East,Tech,Small,Germany,30
C0946,Yes,Enterprise,West,Healthcare,Large,India,15
C0947,Yes,Enterprise,West,Healthcare,Medium,UK,93
C0948,Yes,Enterprise,East,Manufacturing,Large,USA,85
C0949,Yes,Enterprise,West,Finance,Medium,USA,32
C0950,Yes,SMB,West,Finance,Large,India,43
C0951,Yes,Mid-Market,North,Retail,Medium,Germany,83
C0952,Yes,SMB,North,Healthcare,Large,India,32
C0953,Yes,Enterprise,North,Manufacturing,Large,India,4
C0954,Yes,SMB,East,Healthcare,Large,UK,88
