billing_id,customer_id,bill_date,revenue_amount
B000778,C0198,2025-12-29,2142
B000779,C0198,2024-05-01,4732
B000780,C0198,2024-05-13,6214
B000781,C0198,2024-07-15,17450
B000782,C0198,2025-01-22,12263
B000783,C0199,2025-09-05,14075
B000784,C0199,2025-10-13,8013
B000785,C0199,2024-02-17,19245
B000786,C0199,2024-07-12,17546
B000787,C0200,2024-06-01,10737
B000788,C0200,2024-09-10,1745
B000789,C0200,2025-10-06,9177
B000790,C0200,2024-05-09,16654
B000791,C0201,2025-05-15,6856
B000792,C0201,2024-03-24,15422
B000793,C0201,2025-11-10,2125
B000794,C0201,2024-06-20,16666
B000795,C0201,2025-02-01,16684
B000796,C0201,2025-01-18,16337
B000797,C0202,2025-04-20,5865
B000798,C0202,2024-11-25,12251
B000799,C0202,2025-06-22,15836
B000800,C0202,2025-05-21,15524
B000801,C0202,2024-10-01,19044
B000802,C0202,2025-02-14,19135
B000803,C0203,2024-07-31,7193
B000804,C0203,2024-07-26,14813
B000805,C0204,2025-02-09,7162
B000806,C0204,2024-11-09,13927
B000807,C0204,2025-01-21,18722
B000808,C0205,2025-01-18,8340
B000809,C0205,2025-07-17,2777
B000810,C0205,2024-05-17,2753
B000811,C0206,2025-03-31,17000
B000812,C0206,2024-12-26,7542
B000813,C0206,2025-08-20,1348
B000814,C0206,2025-04-21,16785
B000815,C0207,2024-12-10,13962
B000816,C0207,2025-04-06,15320
B000817,C0207,2025-03-18,13400
B000818,C0207,2025-01-11,16303
B000819,C0207,2024-11-20,8946
B000820,C0207,2025-01-26,809
B000821,C0208,2025-03-28,7660
B000822,C0208,2024-09-28,2486
B000823,C0208,2025-01-02,2700
B000824,C0209,2025-05-28,16803
B000825,C0209,2025-07-13,2561
B000826,C0209,2024-10-10,7462
B000827,C0209,2024-04-10,3885
B000828,C0210,2025-01-03,1254
B000829,C0210,2025-07-13,6563
B000830,C0211,2024-07-20,10788
B000831,C0211,2024-09-13,9919
B000832,C0211,2025-11-30,8993
B000833,C0211,2024-07-14,19792
B000834,C0212,2025-07-10,8556
B000835,C0212,2024-01-09,9813
B000836,C0212,2024-10-15,11358
B000837,C0213,2025-02-19,19003
B000838,C0213,2025-11-02,389
B000839,C0213,2025-04-28,16798
B000840,C0213,2024-06-01,13025
B000841,C0213,2024-08-21,7435
B000842,C0214,2025-04-30,7658
B000843,C0214,2025-06-12,19234
B000844,C0214,2025-07-19,15359
B000845,C0215,2024-12-14,2813
B000846,C0215,2024-11-16,6155
B000847,C0215,2025-03-15,13686
B000848,C0215,2024-08-02,14374
B000849,C0215,2025-04-05,18299
B000850,C0216,2025-01-18,4553
B000851,C0216,2025-08-14,4205
B000852,C0217,2024-01-10,16377
B000853,C0217,2025-11-05,11621
B000854,C0217,2024-12-13,7388
B000855,C0217,2025-03-05,13949
B000856,C0218,2025-12-08,17616
B000857,C0218,2024-11-02,10684
B000858,C0218,2025-08-24,761
B000859,C0218,2025-08-04,1055
B000860,C0218,2024-05-22,5036
B000861,C0219,2025-08-04,19759
B000862,C0219,2025-09-14,18804
B000863,C0219,2025-02-04,12495
B000864,C0219,2024-07-28,12800
B000865,C0220,2025-07-01,12662
B000866,C0220,2024-07-11,15557
B000867,C0221,2024-12-02,18661
B000868,C0221,2025-04-07,9982
B000869,C0222,2024-06-24,3418
B000870,C0222,2025-11-22,18117
B000871,C0223,2024-02-02,19771
B000872,C0223,2025-05-15,879
B000873,C0223,2024-07-10,6520
B000874,C0224,2025-01-30,9300
B000875,C0224,2024-07-29,7636
B000876,C0225,2025-11-06,17183
B000877,C0225,2024-03-12,14898
B000878,C0225,2024-02-28,12079
B000879,C0225,2025-06-14,361
B000880,C0226,2024-11-30,13463
B000881,C0226,2025-02-04,5145
B000882,C0226,2024-04-23,4231
B000883,C0227,2025-03-04,15671
B000884,C0227,2024-03-11,12746
B000885,C0227,2024-07-30,4257
B000886,C0227,2024-07-29,10150
B000887,C0227,2025-03-18,15557
B000888,C0227,2024-06-11,19782
B000889,C0228,2024-11-13,19250
B000890,C0228,2024-07-26,16465
B000891,C0228,2025-12-02,15039
B000892,C0228,2024-10-09,6609
B000893,C0228,2024-01-08,4675
B000894,C0228,2025-04-01,2096
B000895,C0229,2025-09-11,8088
B000896,C0229,2025-06-22,10777
B000897,C0229,2025-08-05,16087
B000898,C0229,2025-04-16,15161
B000899,C0229,2025-08-12,1280
B000900,C0230,2024-10-21,14952
B000901,C0230,2024-12-21,9746
B000902,C0231,2025-09-19,5738
B000903,C0231,2025-03-01,8163
B000904,C0231,2024-07-02,14158
B000905,C0231,2025-04-13,12604
B000906,C0231,2025-11-05,6011
B000907,C0232,2024-04-07,12895
B000908,C0232,2025-12-16,1430
B000909,C0232,2024-09-02,5175
B000910,C0232,2024-10-07,17620
B000911,C0232,2024-10-25,2187
B000912,C0232,2025-12-15,7119
B000913,C0233,2025-02-25,18114
B000914,C0233,2024-05-04,12082
B000915,C0233,2024-03-19,3447
B000916,C0233,2025-05-31,10682
B000917,C0233,2025-02-23,14776
B000918,C0234,2024-09-15,6795
B000919,C0234,2025-06-02,1462
B000920,C0234,2025-04-18,875
B000921,C0235,2025-10-16,15135
B000922,C0235,2025-01-25,11260
B000923,C0236,2024-07-18,12998
B000924,C0236,2024-02-08,351
B000925,C0236,2024-09-13,3757
B000926,C0236,2025-12-27,4472
B000927,C0236,2024-11-30,15212
B000928,C0237,2025-04-17,2235
B000929,C0237,2024-03-25,17970
B000930,C0237,2025-11-03,7939
B000931,C0237,2025-12-31,14343
B000932,C0237,2024-05-23,15426
B000933,C0238,2024-06-14,5589
B000934,C0238,2024-01-19,19889
B000935,C0238,2024-04-12,5807
B000936,C0238,2024-10-28,4068
B000937,C0239,2025-02-04,5519
B000938,C0239,2024-03-20,367
B000939,C0239,2025-11-24,8953
B000940,C0239,2024-06-06,14439
B000941,C0239,2025-01-01,5830
B000942,C0239,2024-08-09,1128
B000943,C0240,2024-08-09,14485
B000944,C0240,2025-12-14,1564
B000945,C0240,2025-10-12,17133
B000946,C0240,2025-10-18,3368
B000947,C0240,2025-02-03,10103
B000948,C0240,2025-03-30,1717
B000949,C0241,2024-01-05,1594
B000950,C0241,2025-01-21,6610
B000951,C0241,2024-09-12,12276
B000952,C0241,2024-09-01,6553
B000953,C0241,2024-04-03,525
B000954,C0241,2025-03-07,915
B000955,C0242,2024-12-11,6296
B000956,C0242,2025-11-27,2070
B000957,C0243,2024-04-08,5501
B000958,C0243,2024-06-20,1442
B000959,C0243,2025-03-01,16793
B000960,C0244,2024-11-30,10573
B000961,C0244,2025-07-29,6211
B000962,C0245,2024-07-31,17750
B000963,C0245,2025-02-08,14020
B000964,C0245,2024-05-03,7615
B000965,C0245,2024-08-06,3469
B000966,C0245,2024-12-31,10596
B000967,C0245,2024-06-26,491
B000968,C0246,2025-10-31,10362
B000969,C0246,2024-01-13,12752
B000970,C0246,2024-08-05,15033
B000971,C0246,2024-08-13,2163
B000972,C0246,2025-11-04,9124
B000973,C0247,2025-01-12,1439
B000974,C0247,2024-03-09,7161
B000975,C0247,2025-02-24,9880
B000976,C0247,2025-09-05,16370
B000977,C0247,2024-04-14,17569
B000978,C0247,2025-08-05,5618
B000979,C0248,2024-04-07,19656
B000980,C0248,2024-11-28,12732
B000981,C0248,2025-11-25,4355
B000982,C0248,2024-12-06,5745
B000983,C0249,2025-11-13,15798
B000984,C0249,2024-03-10,10980
B000985,C0249,2024-01-19,19940
B000986,C0249,2025-08-22,14709
B000987,C0250,2025-06-07,7616
B000988,C0250,2025-05-30,19250
B000989,C0250,2025-12-22,435
B000990,C0250,2024-08-26,695
B000991,C0250,2025-09-23,4065
B000992,C0251,2024-08-30,14041
B000993,C0251,2024-09-06,2601
B000994,C0251,2024-03-02,4507
B000995,C0251,2025-01-18,16342
B000996,C0252,2024-07-25,4969
B000997,C0252,2025-01-19,6697
B000998,C0252,2025-10-19,1242
B000999,C0252,2024-08-31,19597
B001000,C0253,2024-12-02,4399
B001001,C0253,2024-10-11,10405
B001002,C0253,2025-10-21,1297
B001003,C0253,2025-06-17,13595
B001004,C0253,2025-10-25,9452
B001005,C0254,2024-08-22,10855
B001006,C0254,2024-12-16,7938
B001007,C0255,2025-07-06,1771
B001008,C0255,2025-11-11,8137
B001009,C0255,2025-12-04,7289
B001010,C0256,2025-01-25,17087
B001011,C0256,2024-11-25,6014
B001012,C0256,2025-03-28,198
B001013,C0256,2024-03-07,16110
B001014,C0256,2024-03-12,6306
B001015,C0256,2024-02-23,4637
B001016,C0257,2024-05-08,3006
B001017,C0257,2024-06-26,19419
B001018,C0257,2025-07-16,6696
B001019,C0258,2025-06-03,2561
B001020,C0258,2025-03-12,15305
B001021,C0258,2024-11-14,5379
B001022,C0259,2024-09-07,13894
B001023,C0259,2024-06-29,19852
B001024,C0259,2024-09-11,9932
B001025,C0260,2025-08-13,14688
B001026,C0260,2025-10-12,6599
B001027,C0260,2024-10-05,15767
B001028,C0260,2024-03-22,11782
B001029,C0261,2025-01-21,5497
B001030,C0261,2025-04-27,14463
B001031,C0261,2025-03-08,16557
B001032,C0261,2025-09-16,14202
B001033,C0261,2024-06-08,15794
B001034,C0262,2025-01-25,14004
B001035,C0262,2024-03-26,9837
B001036,C0263,2025-07-04,5006
B001037,C0263,2025-07-20,5757
B001038,C0263,2024-09-20,12466
B001039,C0263,2025-04-19,10022
B001040,C0263,2025-04-09,9280
B001041,C0263,2025-01-19,18420
B001042,C0264,2025-05-07,2357
B001043,C0264,2024-12-07,4477
B001044,C0264,2025-04-25,6413
B001045,C0264,2024-06-07,6213
B001046,C0264,2024-01-05,420
B001047,C0264,2025-05-27,12263
B001048,C0265,2025-02-18,13625
B001049,C0265,2025-02-08,12227
B001050,C0265,2025-01-28,16041
B001051,C0265,2024-11-11,19277
B001052,C0265,2024-03-13,13395
B001053,C0266,2024-05-07,12609
B001054,C0266,2025-08-02,5320
B001055,C0267,2025-03-22,8364
B001056,C0267,2024-12-22,16698
B001057,C0267,2025-12-27,16011
B001058,C0268,2025-12-14,1890
B001059,C0268,2025-10-28,12626
B001060,C0268,2025-03-10,8086
B001061,C0268,2024-09-05,15654
B001062,C0269,2025-01-05,925
B001063,C0269,2025-12-15,4845
B001064,C0270,2025-09-11,14924
B001065,C0270,2025-11-28,4828
B001066,C0270,2024-09-17,8107
B001067,C0270,2025-09-08,18951
B001068,C0271,2024-01-13,3825
B001069,C0271,2024-04-04,12594
B001070,C0271,2025-02-11,19207
B001071,C0272,2025-06-14,6187
B001072,C0272,2025-03-09,5433
B001073,C0273,2024-09-15,9903
B001074,C0273,2025-05-27,17471
B001075,C0273,2025-11-05,12543
B001076,C0273,2025-08-23,10091
B001077,C0273,2025-02-25,2912
B001078,C0274,2025-10-13,18763
B001079,C0274,2024-12-18,4676
B001080,C0275,2024-08-02,13040
B001081,C0275,2025-12-16,10095
B001082,C0275,2024-01-07,5518
B001083,C0275,2025-05-18,51
B001084,C0276,2024-03-12,13691
B001085,C0276,2025-06-21,13659
B001086,C0277,2025-03-17,5591
B001087,C0277,2024-06-29,12276
B001088,C0277,2024-07-09,4401
B001089,C0277,2024-07-21,15940
B001090,C0278,2025-05-29,3612
B001091,C0278,2025-04-06,18582
B001092,C0278,2024-08-05,6082
B001093,C0279,2024-03-01,5987
B001094,C0279,2024-07-15,8498
B001095,C0279,2025-02-22,14441
B001096,C0280,2024-04-21,5443
B001097,C0280,2024-03-22,9605
B001098,C0280,2024-03-28,12377
B001099,C0280,2024-05-07,9068
B001100,C0280,2024-03-06,11211
B001101,C0280,2024-01-31,19190
B001102,C0281,2025-05-04,15898
B001103,C0281,2025-11-19,3303
B001104,C0281,2024-01-10,2000
B001105,C0282,2024-01-08,19085
B001106,C0282,2024-02-12,3173
B001107,C0282,2024-08-04,17115
B001108,C0282,2024-01-08,12309
B001109,C0283,2025-06-16,8710
B001110,C0283,2025-05-12,15506
B001111,C0283,2024-12-11,19804
B001112,C0283,2025-03-15,11028
B001113,C0283,2025-01-14,11241
B001114,C0283,2024-11-18,7851
B001115,C0284,2025-11-12,13057
B001116,C0284,2025-01-22,1875
B001117,C0284,2024-12-30,10821
B001118,C0284,2024-04-12,101
B001119,C0285,2025-12-16,13166
B001120,C0285,2024-05-22,841
B001121,C0285,2025-09-08,4027
B001122,C0285,2025-06-27,9157
B001123,C0285,2025-12-17,8144
B001124,C0286,2025-04-07,15571
B001125,C0286,2025-06-11,13537
B001126,C0286,2025-11-07,6158
B001127,C0286,2024-01-04,10557
B001128,C0287,2025-10-10,11803
B001129,C0287,2024-02-16,10666
B001130,C0288,2024-08-27,19882
B001131,C0288,2025-05-11,13112
B001132,C0288,2025-09-19,2666
B001133,C0288,2024-12-22,14021
B001134,C0288,2025-05-02,3291
B001135,C0289,2024-10-27,19895
B001136,C0289,2024-07-18,4691
B001137,C0289,2025-06-16,18739
B001138,C0289,2025-05-31,1040
B001139,C0289,2024-05-10,16316
B001140,C0290,2024-11-04,17981
B001141,C0290,2025-04-23,5506
B001142,C0291,2024-04-28,15799
B001143,C0291,2025-11-09,17716
B001144,C0291,2024-09-03,7974
B001145,C0291,2024-08-04,5584
B001146,C0291,2025-11-06,2930
B001147,C0292,2025-03-21,957
B001148,C0292,2024-06-13,10698
B001149,C0293,2024-10-14,7221
B001150,C0293,2024-09-20,15607
B001151,C0293,2025-11-17,4033
B001152,C0293,2025-11-12,4448
B001153,C0293,2025-07-01,16120
B001154,C0294,2025-12-09,10905
B001155,C0294,2024-08-17,18873
B001156,C0295,2024-03-07,11246
B001157,C0295,2025-01-21,12505
B001158,C0295,2025-10-31,18412
B001159,C0295,2025-03-23,7646
B001160,C0295,2024-08-16,8489
B001161,C0295,2024-04-28,9534
B001162,C0296,2024-04-24,2920
B001163,C0296,2024-12-14,19405
B001164,C0297,2024-04-28,18770
B001165,C0297,2025-01-11,4175
B001166,C0297,2024-11-16,12458
B001167,C0298,2024-01-02,10184
B001168,C0298,2024-03-04,19335
B001169,C0298,2025-07-02,6221
B001170,C0298,2025-02-01,13883
B001171,C0298,2024-11-23,11961
B001172,C0298,2025-11-26,4138
B001173,C0299,2025-11-10,19713
B001174,C0299,2025-08-27,7279
B001175,C0299,2024-04-19,12953
B001176,C0299,2024-01-10,17638
B001177,C0299,2025-04-16,10352
B001178,C0299,2024-05-28,9726
B001179,C0300,2025-05-26,14935
B001180,C0300,2024-05-30,19708
B001181,C0300,2024-10-17,4779
B001182,C0301,2025-09-05,10490
B001183,C0301,2024-11-12,16461
B001184,C0302,2024-10-07,18807
B001185,C0302,2025-05-04,7068
B001186,C0303,2024-10-25,12343
B001187,C0303,2024-03-01,10916
B001188,C0303,2024-06-05,6901
B001189,C0303,2024-08-18,1722
B001190,C0303,2024-07-02,15974
B001191,C0304,2024-11-02,5216
B001192,C0304,2024-01-23,17954
B001193,C0304,2025-02-05,11056
B001194,C0304,2025-03-08,15513
B001195,C0304,2024-12-22,12824
B001196,C0305,2024-03-14,17296
B001197,C0305,2024-10-16,9252
B001198,C0305,2025-12-14,6392
B001199,C0305,2025-12-18,17957
B001200,C0305,2025-02-07,3188
B001201,C0306,2024-11-27,19018
B001202,C0306,2024-02-25,9963
B001203,C0306,2025-04-13,5363
B001204,C0307,2024-05-20,14479
B001205,C0307,2025-12-13,15808
B001206,C0307,2024-10-25,4745
B001207,C0307,2024-08-02,7147
B001208,C0307,2024-07-19,299
B001209,C0307,2025-01-05,18863
B001210,C0308,2025-11-25,4836
B001211,C0308,2025-01-20,13995
B001212,C0309,2024-02-27,3147
B001213,C0309,2024-12-30,15527
B001214,C0309,2024-07-02,1719
B001215,C0310,2025-06-11,11091
B001216,C0310,2025-08-30,14215
B001217,C0311,2025-10-04,13238
B001218,C0311,2024-09-07,1113
B001219,C0311,2024-05-01,7892
B001220,C0312,2025-05-15,9918
B001221,C0312,2025-12-05,19534
B001222,C0312,2024-06-25,12300
B001223,C0312,2025-12-09,2936
B001224,C0312,2025-04-19,12520
B001225,C0313,2025-10-09,14585
B001226,C0313,2025-01-11,380
B001227,C0313,2024-05-02,3821
B001228,C0313,2024-03-25,3999
B001229,C0314,2025-10-18,16703
B001230,C0314,2024-08-18,754
B001231,C0314,2025-08-23,18775
B001232,C0314,2025-08-09,15712
B001233,C0314,2024-10-07,3098
B001234,C0315,2024-07-04,12581
B001235,C0315,2025-05-10,14210
B001236,C0315,2024-11-01,18724
B001237,C0315,2024-05-08,3258
B001238,C0315,2024-11-29,2080
B001239,C0315,2025-12-31,17613
B001240,C0316,2025-02-19,647
B001241,C0316,2025-02-07,18220
B001242,C0316,2025-07-03,17369
B001243,C0317,2024-03-06,17003
B001244,C0317,2025-08-21,17661
B001245,C0317,2025-12-31,4066
B001246,C0317,2024-07-31,3844
B001247,C0317,2024-07-04,19631
B001248,C0318,2024-01-06,18177
B001249,C0318,2025-04-02,10298
B001250,C0318,2024-05-05,1282
B001251,C0319,2025-08-11,6757
B001252,C0319,2025-10-30,5282
B001253,C0319,2024-03-30,18431
B001254,C0320,2024-02-05,2772
B001255,C0320,2024-05-07,16585
B001256,C0320,2024-11-01,11913
B001257,C0320,2025-07-11,5623
B001258,C0321,2025-11-04,2
B001259,C0321,2024-09-11,9850
B001260,C0321,2024-02-17,17021
B001261,C0321,2024-10-27,17501
B001262,C0321,2025-03-31,4582
B001263,C0322,2025-05-17,10254
B001264,C0322,2025-06-19,11538
B001265,C0322,2025-09-12,17636
B001266,C0322,2025-06-06,6876
B001267,C0322,2025-12-05,3244
B001268,C0322,2025-11-09,1465
B001269,C0323,2024-02-07,6162
B001270,C0323,2024-05-25,9820
B001271,C0323,2024-08-08,4397
B001272,C0324,2025-07-19,7079
B001273,C0324,2025-08-28,11765
B001274,C0324,2024-10-11,4210
B001275,C0324,2025-09-29,13828
B001276,C0324,2024-03-17,18017
B001277,C0324,2024-09-18,8541
B001278,C0325,2025-10-27,5351
B001279,C0325,2025-02-13,14944
B001280,C0325,2024-03-26,8328
B001281,C0325,2025-11-23,13937
B001282,C0325,2025-12-12,4693
B001283,C0326,2024-07-27,2312
B001284,C0326,2025-10-06,8827
B001285,C0326,2025-10-10,6312
B001286,C0326,2025-01-16,18469
B001287,C0326,2025-11-04,16758
B001288,C0326,2025-09-11,5375
B001289,C0327,2024-06-06,10366
B001290,C0327,2025-03-20,12417
B001291,C0327,2024-01-27,19779
B001292,C0327,2024-09-10,2540
B001293,C0327,2024-10-03,4083
B001294,C0328,2024-04-22,17968
B001295,C0328,2025-02-20,2161
B001296,C0328,2024-12-03,2915
B001297,C0328,2025-01-06,10928
B001298,C0328,2024-10-06,4794
B001299,C0328,2024-08-19,8966
B001300,C0329,2024-04-10,12358
B001301,C0329,2024-08-15,12407
B001302,C0330,2024-05-06,5758
B001303,C0330,2025-06-23,10045
B001304,C0331,2025-05-16,3130
B001305,C0331,2025-06-25,11432
B001306,C0331,2025-12-18,18748
B001307,C0331,2024-10-15,18072
B001308,C0331,2024-10-04,19905
B001309,C0331,2024-04-11,1571
B001310,C0332,2024-11-21,12765
B001311,C0332,2024-07-04,11310
B001312,C0332,2025-11-25,17422
B001313,C0333,2025-08-31,13194
B001314,C0333,2025-05-03,19408
B001315,C0333,2024-05-10,8488
B001316,C0333,2024-01-10,16828
B001317,C0333,2025-12-31,5095
B001318,C0333,2025-11-04,4140
B001319,C0334,2025-01-22,18597
B001320,C0334,2024-09-30,1732
B001321,C0334,2025-10-16,12129
B001322,C0335,2025-11-25,19945
B001323,C0335,2025-03-04,15000
B001324,C0335,2024-07-06,14383
B001325,C0336,2025-04-24,16457
B001326,C0336,2024-10-20,9038
B001327,C0336,2025-03-14,17058
B001328,C0336,2024-08-22,10000
B001329,C0337,2024-11-08,13320
B001330,C0337,2024-11-16,2953
B001331,C0338,2024-03-19,7865
B001332,C0338,2024-04-05,5410
B001333,C0339,2024-02-28,2771
B001334,C0339,2024-10-19,18158
B001335,C0339,2025-05-19,350
B001336,C0339,2025-03-10,16668
B001337,C0339,2024-05-19,15717
B001338,C0339,2025-05-24,16875
B001339,C0340,2025-12-15,4085
B001340,C0340,2025-02-19,455
B001341,C0340,2025-09-23,6231
B001342,C0340,2024-01-08,13925
B001343,C0340,2025-12-20,17508
B001344,C0340,2024-12-19,8002
B001345,C0341,2025-12-01,19962
B001346,C0341,2024-02-13,19902
B001347,C0341,2025-04-04,5522
B001348,C0341,2025-11-21,17154
B001349,C0341,2024-08-18,5728
B001350,C0341,2024-03-17,12027
B001351,C0342,2025-06-10,11576
B001352,C0342,2024-02-22,13851
B001353,C0342,2025-05-22,12422
B001354,C0343,2025-01-17,3710
B001355,C0343,2024-12-12,8184
B001356,C0343,2025-07-06,3862
B001357,C0344,2024-11-02,15831
B001358,C0344,2024-10-27,8675
B001359,C0344,2024-08-06,73
B001360,C0344,2025-10-08,18639
B001361,C0345,2024-08-10,9988
B001362,C0345,2025-10-20,16892
B001363,C0345,2024-02-06,15173
B001364,C0345,2025-09-24,15999
B001365,C0345,2024-02-28,11657
B001366,C0346,2025-09-22,15084
B001367,C0346,2024-12-02,9776
B001368,C0347,2024-04-19,168
B001369,C0347,2024-12-24,6100
B001370,C0347,2025-02-15,11617
B001371,C0347,2024-01-10,3320
B001372,C0348,2025-05-18,6473
B001373,C0348,2024-03-27,17337
B001374,C0348,2025-06-10,5036
B001375,C0348,2025-02-24,4058
B001376,C0348,2025-05-14,226
B001377,C0349,2025-11-03,8196
B001378,C0349,2024-08-19,15423
B001379,C0349,2025-02-08,12265
B001380,C0350,2025-01-08,14035
B001381,C0350,2024-07-05,17577
B001382,C0350,2024-10-02,3561
B001383,C0350,2025-03-25,14396
B001384,C0351,2024-05-23,11591
B001385,C0351,2025-03-20,190
B001386,C0351,2025-01-02,6503
B001387,C0352,2024-07-13,9335
B001388,C0352,2024-02-11,4380
B001389,C0353,2025-03-07,10853
B001390,C0353,2024-02-02,5253
B001391,C0353,2025-11-13,6520
B001392,C0353,2025-05-05,8709
B001393,C0353,2024-05-01,13798
B001394,C0354,2025-07-17,16238
B001395,C0354,2025-11-29,4175
B001396,C0354,2024-11-28,13103
B001397,C0354,2025-05-28,12741
B001398,C0354,2024-05-14,3595
B001399,C0355,2024-01-22,4132
B001400,C0355,2024-06-08,11276
B001401,C0356,2024-01-14,7749
B001402,C0356,2024-02-23,11211
B001403,C0356,2025-03-15,19565
B001404,C0356,2024-01-09,14232
B001405,C0356,2025-05-06,9485
B001406,C0356,2024-10-15,15922
B001407,C0357,2025-03-15,8118
B001408,C0357,2025-09-24,4996
B001409,C0358,2024-07-10,8174
B001410,C0358,2024-10-14,3768
B001411,C0358,2024-09-26,8105
B001412,C0358,2025-11-13,14062
B001413,C0358,2024-07-22,15528
B001414,C0358,2025-12-24,3377
B001415,C0359,2025-09-17,5937
B001416,C0359,2024-07-12,19372
B001417,C0359,2025-10-06,4873
B001418,C0359,2024-08-22,3947
B001419,C0359,2024-05-15,13149
B001420,C0359,2024-02-09,8973
B001421,C0360,2024-05-29,13969
B001422,C0360,2024-01-19,6541
B001423,C0360,2024-04-03,1669
B001424,C0361,2025-02-21,17202
B001425,C0361,2024-11-09,7583
B001426,C0361,2024-08-15,11015
B001427,C0361,2025-03-12,15702
B001428,C0361,2024-03-03,16707
B001429,C0362,2025-10-21,1692
B001430,C0362,2024-11-07,3606
B001431,C0362,2024-10-02,11913
B001432,C0362,2024-10-14,11502
B001433,C0362,2025-12-29,13699
B001434,C0363,2024-11-23,1558
B001435,C0363,2024-07-05,1339
B001436,C0363,2024-01-01,1708
B001437,C0364,2024-08-05,9349
B001438,C0364,2025-04-28,9180
B001439,C0364,2025-09-13,3301
B001440,C0364,2025-03-17,6056
B001441,C0365,2025-05-18,11913
B001442,C0365,2024-12-08,9973
B001443,C0365,2024-04-24,3174
B001444,C0365,2025-11-16,447
B001445,C0366,2024-05-13,10853
B001446,C0366,2025-01-04,11841
B001447,C0366,2025-08-26,17329
B001448,C0366,2025-09-11,12176
B001449,C0366,2024-08-31,9042
B001450,C0366,2024-08-03,19147
B001451,C0367,2024-03-30,3485
B001452,C0367,2024-05-13,19720
B001453,C0367,2024-05-03,1344
B001454,C0367,2025-08-23,6240
B001455,C0367,2024-07-16,14606
B001456,C0368,2024-03-17,17910
B001457,C0368,2025-09-25,11236
B001458,C0369,2025-04-30,6619
B001459,C0369,2025-06-30,5035
B001460,C0369,2024-02-14,4188
B001461,C0369,2024-07-15,13703
B001462,C0370,2025-12-29,8274
B001463,C0370,2025-07-27,11381
B001464,C0370,2025-01-09,14695
B001465,C0370,2025-10-06,3847
B001466,C0370,2025-03-22,2218
B001467,C0370,2025-05-09,13729
B001468,C0371,2025-05-30,716
B001469,C0371,2024-06-19,19633
B001470,C0371,2024-10-07,4224
B001471,C0371,2024-10-23,1489
B001472,C0371,2025-08-02,1992
B001473,C0371,2025-12-11,6232
B001474,C0372,2025-05-21,17447
B001475,C0372,2025-06-09,2457
B001476,C0372,2024-06-18,14344
B001477,C0372,2025-06-05,12587
B001478,C0372,2025-07-29,12787
B001479,C0373,2025-09-13,8896
B001480,C0373,2024-07-30,6031
B001481,C0373,2024-01-04,5242
B001482,C0373,2025-08-08,7137
B001483,C0373,2025-08-29,290
B001484,C0374,2025-04-11,16509
B001485,C0374,2025-12-25,17205
B001486,C0374,2024-09-22,9942
B001487,C0374,2024-08-13,9711
B001488,C0374,2025-12-26,8798
B001489,C0374,2025-07-19,3902
B001490,C0375,2024-08-17,1494
B001491,C0375,2025-06-30,7805
B001492,C0375,2024-10-25,1280
B001493,C0376,2024-10-11,4357
B001494,C0376,2024-10-03,1688
B001495,C0376,2025-10-19,8159
B001496,C0377,2025-07-01,3807
B001497,C0377,2024-01-02,11385
B001498,C0377,2025-10-09,19829
B001499,C0378,2024-11-28,2727
B001500,C0378,2025-12-23,17998
B001501,C0378,2024-09-27,4378
B001502,C0378,2025-02-22,9663
B001503,C0379,2024-02-28,341
B001504,C0379,2024-12-30,7185
B001505,C0379,2024-10-13,5791
B001506,C0379,2024-09-19,512
B001507,C0380,2025-11-04,19112
B001508,C0380,2024-04-18,12516
B001509,C0380,2025-10-31,8432
B001510,C0380,2025-10-03,19803
B001511,C0380,2025-07-18,6755
B001512,C0380,2025-03-28,7229
B001513,C0381,2024-10-02,6682
B001514,C0381,2025-08-18,12958
B001515,C0381,2024-06-08,14616
B001516,C0381,2024-08-25,14218
B001517,C0382,2024-05-31,15696
B001518,C0382,2024-04-05,16251
B001519,C0382,2024-07-04,15053
B001520,C0382,2024-07-08,5770
B001521,C0383,2025-08-06,16073
B001522,C0383,2024-07-03,9242
B001523,C0383,2024-01-22,10163
B001524,C0384,2024-06-30,12917
B001525,C0384,2025-12-04,19917
B001526,C0384,2024-07-11,2275
B001527,C0385,2024-03-14,13972
B001528,C0385,2024-09-08,14910
B001529,C0385,2025-10-22,13189
B001530,C0386,2025-06-23,4498
B001531,C0386,2024-01-13,19768
B001532,C0387,2025-01-21,12582
B001533,C0387,2024-01-22,3605
B001534,C0388,2025-10-21,1433
B001535,C0388,2024-05-15,8137
B001536,C0389,2024-10-01,4673
B001537,C0389,2025-10-04,19648
B001538,C0390,2024-01-10,3484
B001539,C0390,2025-07-09,11088
B001540,C0391,2024-07-26,4562
B001541,C0391,2025-05-06,18443
B001542,C0392,2024-06-16,10072
B001543,C0392,2024-12-05,15692
B001544,C0392,2024-06-07,7989
B001545,C0392,2024-02-27,17810
B001546,C0392,2025-12-09,8764
B001547,C0393,2024-05-06,694
B001548,C0393,2024-02-15,3369
B001549,C0393,2025-07-11,9723
B001550,C0393,2024-04-15,16762
B001551,C0393,2025-03-01,4647
B001552,C0393,2024-01-02,7350
B001553,C0394,2024-08-20,13996
B001554,C0394,2025-01-29,4829
B001555,C0395,2025-11-02,9399
