customer_id,customer_name,segment,region,industry,employee_size,acquisition_channel,subscription_type,customer_status,acquisition_date
C0298,Customer_298,Enterprise,West,Tech,1576,Direct Sales,Quarterly,Active,2020-01-19
C0299,Customer_299,SMB,North,Healthcare,2381,Partner,Yearly,Inactive,2024-12-26
C0300,Customer_300,Enterprise,West,Healthcare,1629,Online,Quarterly,Active,2024-02-06
C0301,Customer_301,SMB,East,Finance,165,Direct Sales,Quarterly,Inactive,2023-03-08
C0302,Customer_302,Mid-Market,South,Finance,3371,Partner,Yearly,Inactive,2020-06-26
C0303,Customer_303,SMB,North,Finance,1201,Partner,Quarterly,Active,2020-01-14
C0304,Customer_304,SMB,West,Finance,3709,Partner,Quarterly,Inactive,2023-04-07
C0305,Customer_305,Mid-Market,North,Healthcare,2995,Direct Sales,Monthly,Active,2023-09-29
C0306,Customer_306,Enterprise,West,Healthcare,1358,Partner,Yearly,Inactive,2023-11-14
C0307,Customer_307,Enterprise,East,Healthcare,1859,Online,Monthly,Inactive,2020-11-09
C0308,Customer_308,SMB,East,Tech,4549,Partner,Yearly,Active,2024-04-09
C0309,Customer_309,Enterprise,North,Manufacturing,3709,Direct Sales,Yearly,Inactive,2020-06-08
C0310,Customer_310,Mid-Market,North,Retail,4536,Direct Sales,Monthly,Active,2020-12-02
C0311,Customer_311,SMB,West,Retail,1732,Direct Sales,Yearly,Inactive,2020-07-05
C0312,Customer_312,Mid-Market,West,Retail,3764,Online,Yearly,Inactive,2022-07-24
C0313,Customer_313,Mid-Market,North,Manufacturing,3837,Direct Sales,Quarterly,Active,2022-03-21
C0314,Customer_314,SMB,North,Finance,4787,Online,Monthly,Inactive,2021-12-06
C0315,Customer_315,Mid-Market,North,Manufacturing,543,Online,Quarterly,Active,2021-08-10
C0316,Customer_316,SMB,South,Finance,3493,Partner,Quarterly,Inactive,2024-11-15
C0317,Customer_317,SMB,West,Retail,4467,Online,Yearly,Inactive,2020-08-30
C0318,Customer_318,Enterprise,West,Manufacturing,1093,Direct Sales,Monthly,Active,2024-03-28
C0319,Customer_319,Enterprise,East,Tech,4510,Partner,Yearly,Inactive,2024-08-13
C0320,Customer_320,Enterprise,South,Tech,2885,Online,Quarterly,Active,2025-04-03
C0321,Customer_321,Mid-Market,North,Retail,3484,Direct Sales,Monthly,Active,2021-02-26
C0322,Customer_322,Enterprise,North,Manufacturing,325,Partner,Yearly,Active,2021-05-16
C0323,Customer_323,Mid-Market,North,Tech,3645,Online,Yearly,Active,2024-03-24
C0324,Customer_324,Enterprise,South,Manufacturing,2419,Online,Yearly,Inactive,2023-03-28
C0325,Customer_325,Mid-Market,East,Finance,2522,Online,Yearly,Active,2022-04-26
C0326,Customer_326,SMB,East,Retail,4610,Direct Sales,Yearly,Active,2023-07-06
C0327,Customer_327,Mid-Market,West,Manufacturing,4110,Online,Quarterly,Inactive,2024-05-28
C0328,Customer_328,Mid-Market,East,Tech,3394,Online,Quarterly,Inactive,2021-01-11
C0329,Customer_329,Mid-Market,West,Finance,1896,Partner,Yearly,Active,2024-07-08
C0330,Customer_330,SMB,North,Manufacturing,3430,Partner,Yearly,Active,2022-03-06
C0331,Customer_331,Enterprise,East,Finance,2755,Direct Sales,Monthly,Inactive,2024-09-30
C0332,Customer_332,SMB,North,Manufacturing,1610,Online,Quarterly,Inactive,2023-10-11
C0333,Customer_333,Mid-Market,North,Retail,1591,Direct Sales,Yearly,Active,2022-09-08
C0334,Customer_334,Enterprise,East,Healthcare,175,Online,Monthly,Active,2024-03-09
C0335,Customer_335,SMB,South,Manufacturing,1725,Partner,Monthly,Inactive,2024-05-07
C0336,Customer_336,SMB,West,Tech,4421,Direct Sales,Quarterly,Inactive,2021-06-19
C0337,Customer_337,SMB,West,Tech,857,Direct Sales,Quarterly,Inactive,2025-02-15
C0338,Customer_338,Enterprise,East,Healthcare,3440,Online,Yearly,Active,2024-02-27
C0339,Customer_339,Enterprise,North,Healthcare,4582,Direct Sales,Yearly,Inactive,2021-08-27
C0340,Customer_340,Enterprise,South,Healthcare,1934,Partner,Yearly,Active,2022-10-19
C0341,Customer_341,Mid-Market,East,Healthcare,4052,Direct Sales,Yearly,Inactive,2022-08-01
C0342,Customer_342,Enterprise,East,Finance,1196,Direct Sales,Yearly,Inactive,2021-01-11
C0343,Customer_343,Mid-Market,North,Manufacturing,327,Online,Yearly,Active,2024-04-14
C0344,Customer_344,Enterprise,West,Finance,1945,Online,Yearly,Active,2020-01-19
C0345,Customer_345,Enterprise,West,Healthcare,545,Direct Sales,Yearly,Inactive,2023-09-12
C0346,Customer_346,SMB,North,Retail,4409,Direct Sales,Quarterly,Active,2020-02-04
C0347,Customer_347,Mid-Market,East,Manufacturing,2398,Online,Yearly,Inactive,2024-07-09
C0348,Customer_348,Enterprise,North,Retail,4345,Online,Monthly,Active,2023-06-23
C0349,Customer_349,Mid-Market,East,Healthcare,2239,Partner,Monthly,Inactive,2025-05-18
C0350,Customer_350,SMB,West,Manufacturing,2042,Direct Sales,Monthly,Inactive,2023-11-01
C0351,Customer_351,Enterprise,North,Retail,3370,Partner,Quarterly,Inactive,2020-04-24
C0352,Customer_352,Mid-Market,North,Finance,727,Partner,Quarterly,Inactive,2023-03-04
C0353,Customer_353,Enterprise,North,Finance,1781,Direct Sales,Yearly,Inactive,2021-07-09
C0354,Customer_354,Enterprise,North,Healthcare,4498,Direct Sales,Yearly,Active,2021-01-02
C0355,Customer_355,SMB,North,Finance,4858,Online,Yearly,Inactive,2025-03-17
C0356,Customer_356,Enterprise,East,Finance,4669,Online,Yearly,Inactive,2023-10-18
C0357,Customer_357,Mid-Market,East,Tech,1196,Direct Sales,Yearly,Active,2022-10-22
C0358,Customer_358,Mid-Market,East,Retail,850,Partner,Monthly,Active,2021-11-28
C0359,Customer_359,Mid-Market,West,Healthcare,292,Direct Sales,Quarterly,Inactive,2022-10-01
C0360,Customer_360,Enterprise,East,Manufacturing,3125,Partner,Monthly,Inactive,2020-06-24
C0361,Customer_361,Mid-Market,East,Finance,652,Online,Quarterly,Active,2022-02-17
C0362,Customer_362,Mid-Market,South,Tech,2644,Partner,Monthly,Active,2020-01-11
C0363,Customer_363,SMB,West,Healthcare,2259,Online,Monthly,Active,2021-01-18
C0364,Customer_364,SMB,West,Manufacturing,4594,Direct Sales,Quarterly,Active,2020-02-23
C0365,Customer_365,Enterprise,East,Manufacturing,812,Direct Sales,Yearly,Inactive,2024-11-03
C0366,Customer_366,SMB,North,Healthcare,3439,Partner,Monthly,Active,2023-03-17
C0367,Customer_367,Mid-Market,South,Tech,1438,Online,Quarterly,Inactive,2021-07-03
C0368,Customer_368,SMB,South,Retail,1419,Partner,Quarterly,Inactive,2021-09-05
C0369,Customer_369,SMB,North,Healthcare,2111,Online,Yearly,Inactive,2023-05-01
C0370,Customer_370,Mid-Market,South,Tech,926,Online,Quarterly,Active,2025-04-27
C0371,Customer_371,SMB,East,Manufacturing,3162,Partner,Quarterly,Inactive,2022-05-31
C0372,Customer_372,Mid-Market,South,Healthcare,2676,Direct Sales,Yearly,Active,2022-09-08
C0373,Customer_373,SMB,South,Tech,2664,Partner,Yearly,Inactive,2025-06-04
C0374,Customer_374,Mid-Market,South,Healthcare,3130,Partner,Quarterly,Inactive,2020-08-21
C0375,Customer_375,Mid-Market,South,Manufacturing,4519,Online,Yearly,Active,2025-05-05
C0376,Customer_376,Mid-Market,West,Finance,3641,Partner,Yearly,Active,2024-08-04
C0377,Customer_377,SMB,West,Finance,2530,Online,Quarterly,Active,2024-01-04
C0378,Customer_378,SMB,West,Retail,3728,Direct Sales,Quarterly,Inactive,2022-12-30
C0379,Customer_379,Mid-Market,West,Manufacturing,351,Partner,Yearly,Active,2020-08-11
C0380,Customer_380,Enterprise,East,Finance,412,Direct Sales,Yearly,Inactive,2025-06-03
C0381,Customer_381,SMB,West,Retail,136,Online,Quarterly,Active,2022-11-11
C0382,Customer_382,Mid-Market,South,Tech,3114,Partner,Quarterly,Active,2021-12-07
C0383,Customer_383,Enterprise,West,Retail,2470,Partner,Monthly,Active,2024-08-29
C0384,Customer_384,Mid-Market,South,Healthcare,2605,Partner,Quarterly,Active,2022-12-03
C0385,Customer_385,SMB,East,Tech,849,Partner,Yearly,Inactive,2021-10-15
C0386,Customer_386,Enterprise,East,Retail,992,Online,Quarterly,Active,2023-10-18
C0387,Customer_387,Enterprise,South,Manufacturing,1479,Direct Sales,Monthly,Inactive,2023-02-20
C0388,Customer_388,SMB,West,Finance,3368,Direct Sales,Monthly,Active,2023-08-04
C0389,Customer_389,Mid-Market,West,Tech,289,Direct Sales,Yearly,Active,2022-07-09
C0390,Customer_390,Mid-Market,West,Tech,86,Direct Sales,Monthly,Active,2021-07-24
C0391,Customer_391,Mid-Market,North,Manufacturing,883,Direct Sales,Monthly,Inactive,2021-10-29
C0392,Customer_392,Enterprise,West,Retail,2199,Direct Sales,Quarterly,Inactive,2023-05-07
C0393,Customer_393,SMB,West,Manufacturing,985,Partner,Quarterly,Inactive,2023-06-18
C0394,Customer_394,Enterprise,East,Manufacturing,4884,Online,Yearly,Active,2021-10-03
C0395,Customer_395,Enterprise,South,Healthcare,1008,Online,Quarterly,Active,2022-11-12
C0396,Customer_396,SMB,West,Manufacturing,1179,Direct Sales,Quarterly,Inactive,2021-01-15
C0397,Customer_397,SMB,South,Manufacturing,1416,Partner,Quarterly,Active,2021-01-18
C0398,Customer_398,SMB,West,Manufacturing,489,Partner,Monthly,Inactive,2020-10-06
C0399,Customer_399,Enterprise,West,Manufacturing,4190,Direct Sales,Quarterly,Inactive,2023-11-03
C0400,Customer_400,SMB,West,Tech,4053,Online,Monthly,Active,2024-06-17
C0401,Customer_401,Enterprise,East,Retail,2301,Online,Yearly,Inactive,2020-12-10
C0402,Customer_402,SMB,West,Manufacturing,4234,Online,Yearly,Active,2021-07-02
C0403,Customer_403,Mid-Market,East,Manufacturing,390,Direct Sales,Quarterly,Active,2022-05-20
C0404,Customer_404,Enterprise,South,Healthcare,314,Partner,Quarterly,Inactive,2024-10-31
C0405,Customer_405,Enterprise,West,Retail,1991,Online,Yearly,Inactive,2024-10-29
C0406,Customer_406,Mid-Market,West,Finance,1190,Online,Monthly,Active,2023-03-13
C0407,Customer_407,SMB,East,Manufacturing,4463,Online,Quarterly,Inactive,2021-08-15
C0408,Customer_408,Mid-Market,East,Manufacturing,830,Online,Quarterly,Active,2021-07-21
C0409,Customer_409,Mid-Market,South,Finance,2095,Online,Yearly,Inactive,2024-08-23
C0410,Customer_410,Enterprise,West,Tech,1214,Direct Sales,Yearly,Inactive,2023-07-09
C0411,Customer_411,SMB,West,Tech,668,Direct Sales,Monthly,Inactive,2022-11-21
C0412,Customer_412,Mid-Market,East,Healthcare,3774,Partner,Quarterly,Active,2024-11-14
C0413,Customer_413,Mid-Market,North,Tech,2984,Online,Yearly,Inactive,2021-03-22
C0414,Customer_414,SMB,South,Tech,2249,Partner,Quarterly,Inactive,2023-01-25
C0415,Customer_415,Mid-Market,South,Manufacturing,4025,Partner,Yearly,Active,2020-04-04
C0416,Customer_416,Enterprise,West,Retail,1067,Online,Quarterly,Inactive,2020-01-02
C0417,Customer_417,SMB,South,Finance,2522,Online,Quarterly,Active,2023-09-02
C0418,Customer_418,SMB,East,Retail,3096,Direct Sales,Yearly,Active,2020-04-16
C0419,Customer_419,SMB,East,Finance,3566,Direct Sales,Monthly,Active,2020-01-03
C0420,Customer_420,Enterprise,West,Retail,1137,Direct Sales,Monthly,Inactive,2020-01-20
C0421,Customer_421,Enterprise,East,Retail,3509,Direct Sales,Monthly,Inactive,2020-05-25
C0422,Customer_422,Enterprise,West,Retail,889,Online,Quarterly,Inactive,2024-12-09
C0423,Customer_423,SMB,South,Tech,1140,Direct Sales,Yearly,Active,2020-05-20
C0424,Customer_424,Mid-Market,North,Manufacturing,1394,Partner,Quarterly,Active,2023-07-10
C0425,Customer_425,Mid-Market,South,Tech,3674,Online,Monthly,Active,2020-10-13
C0426,Customer_426,Enterprise,West,Healthcare,3567,Partner,Monthly,Active,2021-07-21
C0427,Customer_427,Mid-Market,North,Finance,4583,Direct Sales,Yearly,Inactive,2024-05-14
C0428,Customer_428,Mid-Market,North,Healthcare,1733,Direct Sales,Yearly,Active,2024-03-11
C0429,Customer_429,SMB,East,Retail,2010,Partner,Quarterly,Active,2021-05-08
C0430,Customer_430,SMB,North,Manufacturing,148,Partner,Quarterly,Active,2022-03-03
C0431,Customer_431,Mid-Market,West,Healthcare,4525,Direct Sales,Monthly,Inactive,2025-05-08
C0432,Customer_432,Enterprise,North,Manufacturing,603,Online,Quarterly,Active,2020-03-22
C0433,Customer_433,Enterprise,West,Manufacturing,2396,Direct Sales,Yearly,Inactive,2022-05-17
C0434,Customer_434,Mid-Market,West,Retail,4445,Direct Sales,Yearly,Active,2021-07-22
C0435,Customer_435,Enterprise,East,Retail,4238,Online,Monthly,Inactive,2022-03-11
C0436,Customer_436,Mid-Market,North,Healthcare,3633,Direct Sales,Monthly,Active,2021-05-15
C0437,Customer_437,Enterprise,West,Retail,3764,Direct Sales,Yearly,Active,2021-09-25
C0438,Customer_438,Mid-Market,South,Retail,153,Direct Sales,Monthly,Active,2020-12-01
C0439,Customer_439,SMB,East,Manufacturing,4287,Direct Sales,Quarterly,Active,2022-01-31
C0440,Customer_440,Enterprise,East,Retail,290,Partner,Quarterly,Inactive,2022-12-08
C0441,Customer_441,Enterprise,East,Manufacturing,681,Partner,Quarterly,Inactive,2020-04-23
C0442,Customer_442,SMB,South,Healthcare,1338,Partner,Monthly,Active,2021-04-12
C0443,Customer_443,Mid-Market,North,Retail,150,Online,Monthly,Inactive,2022-01-15
C0444,Customer_444,SMB,South,Finance,339,Direct Sales,Yearly,Inactive,2021-04-04
C0445,Customer_445,SMB,South,Tech,2670,Partner,Monthly,Inactive,2020-09-01
C0446,Customer_446,Mid-Market,North,Finance,1878,Direct Sales,Monthly,Inactive,2020-05-21
C0447,Customer_447,SMB,East,Healthcare,2731,Online,Yearly,Inactive,2020-01-17
C0448,Customer_448,SMB,South,Healthcare,4668,Partner,Yearly,Active,2022-08-08
C0449,Customer_449,SMB,West,Finance,4527,Online,Monthly,Active,2025-03-24
C0450,Customer_450,SMB,North,Finance,4486,Partner,Yearly,Active,2025-05-01
C0451,Customer_451,SMB,North,Tech,2569,Online,Monthly,Active,2022-05-09
C0452,Customer_452,SMB,North,Finance,2342,Online,Monthly,Active,2025-01-11
C0453,Customer_453,Mid-Market,West,Healthcare,3805,Direct Sales,Monthly,Active,2022-11-01
C0454,Customer_454,Enterprise,West,Retail,4898,Direct Sales,Monthly,Inactive,2023-09-18
C0455,Customer_455,Enterprise,South,Healthcare,2188,Partner,Quarterly,Inactive,2021-10-13
C0456,Customer_456,SMB,East,Finance,661,Online,Monthly,Active,2020-11-14
C0457,Customer_457,Enterprise,South,Tech,3867,Partner,Quarterly,Active,2023-01-02
C0458,Customer_458,SMB,South,Tech,2575,Partner,Quarterly,Active,2020-07-04
C0459,Customer_459,Enterprise,East,Manufacturing,380,Online,Quarterly,Active,2020-07-05
C0460,Customer_460,Mid-Market,South,Healthcare,3296,Direct Sales,Monthly,Inactive,2021-06-16
C0461,Customer_461,Enterprise,North,Tech,3754,Direct Sales,Yearly,Active,2020-07-12
C0462,Customer_462,SMB,North,Finance,1044,Online,Monthly,Active,2020-09-24
C0463,Customer_463,Enterprise,West,Healthcare,738,Direct Sales,Yearly,Inactive,2025-02-21
C0464,Customer_464,Enterprise,North,Retail,1669,Direct Sales,Quarterly,Active,2020-07-07
C0465,Customer_465,SMB,North,Retail,3826,Online,Monthly,Inactive,2024-08-09
C0466,Customer_466,Mid-Market,West,Tech,291,Partner,Yearly,Inactive,2020-12-19
C0467,Customer_467,SMB,South,Finance,2302,Partner,Quarterly,Active,2020-03-11
C0468,Customer_468,Mid-Market,South,Healthcare,4136,Partner,Yearly,Inactive,2020-05-04
C0469,Customer_469,Enterprise,East,Tech,1174,Partner,Monthly,Active,2023-07-15
C0470,Customer_470,Mid-Market,North,Tech,2991,Partner,Yearly,Inactive,2021-12-05
C0471,Customer_471,Mid-Market,East,Tech,2265,Online,Monthly,Inactive,2023-05-07
C0472,Customer_472,Enterprise,North,Healthcare,529,Partner,Yearly,Inactive,2024-04-19
C0473,Customer_473,Mid-Market,South,Finance,870,Online,Yearly,Active,2021-06-29
C0474,Customer_474,Mid-Market,North,Finance,4766,Partner,Quarterly,Active,2020-12-26
C0475,Customer_475,Enterprise,East,Healthcare,4896,Online,Yearly,Inactive,2025-04-24
C0476,Customer_476,Mid-Market,South,Manufacturing,1592,Partner,Yearly,Inactive,2020-12-25
C0477,Customer_477,SMB,North,Retail,510,Online,Yearly,Active,2020-02-10
C0478,Customer_478,Mid-Market,West,Retail,2767,Direct Sales,Monthly,Active,2021-11-28
C0479,Customer_479,Mid-Market,South,Healthcare,537,Online,Monthly,Active,2024-05-04
C0480,Customer_480,Enterprise,East,Retail,3110,Direct Sales,Yearly,Inactive,2023-04-15
C0481,Customer_481,Enterprise,East,Healthcare,2692,Online,Monthly,Inactive,2024-06-09
C0482,Customer_482,Mid-Market,West,Healthcare,1477,Direct Sales,Yearly,Inactive,2021-04-02
C0483,Customer_483,Mid-Market,South,Tech,2563,Direct Sales,Yearly,Inactive,2020-09-17
C0484,Customer_484,Enterprise,North,Manufacturing,3257,Direct Sales,Monthly,Active,2023-05-18
C0485,Customer_485,SMB,South,Manufacturing,902,Partner,Monthly,Inactive,2024-03-06
C0486,Customer_486,Enterprise,South,Healthcare,2667,Online,Yearly,Active,2024-08-09
C0487,Customer_487,Mid-Market,East,Tech,143,Partner,Monthly,Active,2023-11-20
C0488,Customer_488,Enterprise,East,Healthcare,935,Direct Sales,Monthly,Active,2022-03-01
C0489,Customer_489,SMB,West,Finance,3441,Partner,Quarterly,Inactive,2023-01-23
C0490,Customer_490,SMB,North,Tech,4785,Direct Sales,Yearly,Active,2020-11-29
C0491,Customer_491,SMB,North,Retail,2465,Online,Quarterly,Inactive,2025-05-03
C0492,Customer_492,Enterprise,North,Healthcare,1443,Partner,Monthly,Active,2023-01-25
C0493,Customer_493,Enterprise,East,Manufacturing,4004,Direct Sales,Monthly,Inactive,2025-04-14
C0494,Customer_494,Mid-Market,South,Manufacturing,3606,Online,Monthly,Active,2021-11-09
C0495,Customer_495,Enterprise,South,Tech,4589,Direct Sales,Yearly,Inactive,2023-09-14
C0496,Customer_496,SMB,East,Finance,835,Online,Quarterly,Inactive,2020-11-10
C0497,Customer_497,Enterprise,East,Retail,3552,Online,Quarterly,Inactive,2021-02-12
C0498,Customer_498,Enterprise,North,Finance,1449,Direct Sales,Quarterly,Active,2022-08-27
C0499,Customer_499,Enterprise,East,Tech,3907,Partner,Yearly,Inactive,2020-07-05
C0500,Customer_500,Mid-Market,West,Finance,3089,Partner,Quarterly,Active,2022-07-01
C0501,Customer_501,Enterprise,East,Tech,3859,Partner,Monthly,Inactive,2023-03-01
C0502,Customer_502,Enterprise,South,Retail,752,Direct Sales,Quarterly,Inactive,2025-06-11
C0503,Customer_503,Mid-Market,South,Manufacturing,549,Partner,Yearly,Inactive,2025-05-31
C0504,Customer_504,Mid-Market,West,Manufacturing,1980,Partner,Quarterly,Active,2022-03-19
C0505,Customer_505,Mid-Market,North,Manufacturing,4729,Direct Sales,Yearly,Active,2020-09-03
C0506,Customer_506,SMB,South,Finance,1785,Online,Monthly,Active,2022-05-17
C0507,Customer_507,Enterprise,West,Finance,1261,Direct Sales,Quarterly,Inactive,2025-02-08
C0508,Customer_508,Mid-Market,North,Retail,3229,Direct Sales,Quarterly,Inactive,2024-10-20
C0509,Customer_509,SMB,West,Retail,4863,Direct Sales,Quarterly,Active,2022-04-28
C0510,Customer_510,Enterprise,South,Manufacturing,4866,Direct Sales,Monthly,Active,2023-02-26
C0511,Customer_511,Enterprise,East,Manufacturing,2866,Partner,Quarterly,Inactive,2023-09-03
C0512,Customer_512,SMB,West,Retail,1460,Partner,Quarterly,Active,2023-06-20
C0513,Customer_513,Mid-Market,West,Retail,3292,Partner,Yearly,Active,2020-04-10
C0514,Customer_514,Mid-Market,West,Healthcare,3101,Online,Quarterly,Inactive,2021-09-28
C0515,Customer_515,SMB,West,Retail,1917,Online,Quarterly,Inactive,2024-05-04
C0516,Customer_516,SMB,East,Tech,781,Online,Quarterly,Active,2025-02-13
C0517,Customer_517,SMB,West,Manufacturing,3113,Online,Yearly,Active,2020-05-14
C0518,Customer_518,SMB,West,Finance,4344,Direct Sales,Monthly,Active,2021-01-29
C0519,Customer_519,Enterprise,North,Finance,320,Partner,Monthly,Inactive,2023-12-14
C0520,Customer_520,Enterprise,East,Healthcare,3852,Direct Sales,Quarterly,Active,2023-10-27
C0521,Customer_521,Enterprise,South,Healthcare,4054,Direct Sales,Quarterly,Active,2025-05-21
C0522,Customer_522,SMB,East,Healthcare,1389,Partner,Yearly,Active,2021-08-06
C0523,Customer_523,Enterprise,West,Retail,1384,Direct Sales,Monthly,Active,2023-08-18
C0524,Customer_524,Enterprise,South,Healthcare,3404,Direct Sales,Monthly,Active,2022-08-28
C0525,Customer_525,Enterprise,South,Manufacturing,119,Online,Quarterly,Inactive,2023-12-30
C0526,Customer_526,Mid-Market,East,Tech,3134,Partner,Quarterly,Inactive,2021-03-22
C0527,Customer_527,SMB,East,Manufacturing,3303,Direct Sales,Monthly,Active,2022-11-13
C0528,Customer_528,Mid-Market,East,Manufacturing,4914,Direct Sales,Quarterly,Inactive,2023-11-02
C0529,Customer_529,Enterprise,West,Retail,2804,Partner,Yearly,Inactive,2024-10-30
C0530,Customer_530,SMB,East,Healthcare,1593,Online,Yearly,Active,2025-01-16
C0531,Customer_531,Enterprise,West,Healthcare,1196,Direct Sales,Monthly,Inactive,2021-08-28
C0532,Customer_532,SMB,West,Tech,3230,Direct Sales,Monthly,Active,2021-12-03
C0533,Customer_533,Mid-Market,South,Manufacturing,3947,Direct Sales,Quarterly,Inactive,2024-09-27
C0534,Customer_534,Enterprise,South,Healthcare,849,Partner,Monthly,Inactive,2024-01-25
C0535,Customer_535,Mid-Market,South,Healthcare,781,Online,Quarterly,Active,2024-03-04
C0536,Customer_536,SMB,West,Healthcare,3094,Partner,Yearly,Inactive,2022-08-07
C0537,Customer_537,Enterprise,West,Retail,4830,Direct Sales,Yearly,Active,2022-08-25
C0538,Customer_538,Enterprise,North,Tech,4390,Partner,Quarterly,Active,2024-11-18
C0539,Customer_539,Enterprise,South,Finance,2857,Partner,Yearly,Inactive,2020-10-20
C0540,Customer_540,SMB,South,Retail,4044,Partner,Yearly,Active,2021-10-03
C0541,Customer_541,Mid-Market,North,Retail,3753,Partner,Monthly,Active,2023-03-26
C0542,Customer_542,Enterprise,West,Retail,1110,Direct Sales,Quarterly,Inactive,2022-04-06
C0543,Customer_543,SMB,West,Tech,88,Online,Yearly,Active,2024-02-05
C0544,Customer_544,SMB,North,Healthcare,4400,Online,Monthly,Active,2023-07-07
C0545,Customer_545,Mid-Market,South,Finance,2870,Partner,Monthly,Active,2022-02-24
C0546,Customer_546,Mid-Market,East,Finance,584,Online,Quarterly,Inactive,2022-07-22
C0547,Customer_547,Mid-Market,East,Tech,1146,Partner,Quarterly,Inactive,2024-03-16
C0548,Customer_548,Enterprise,South,Tech,206,Online,Monthly,Active,2021-03-08
C0549,Customer_549,Mid-Market,North,Manufacturing,4183,Online,Monthly,Inactive,2023-12-27
C0550,Customer_550,Mid-Market,North,Tech,2145,Direct Sales,Yearly,Active,2023-05-01
C0551,Customer_551,Enterprise,North,Retail,445,Direct Sales,Monthly,Inactive,2022-06-28
C0552,Customer_552,SMB,North,Manufacturing,2120,Partner,Yearly,Active,2021-02-24
C0553,Customer_553,Mid-Market,North,Healthcare,3497,Direct Sales,Monthly,Inactive,2023-06-29
C0554,Customer_554,Mid-Market,South,Tech,909,Direct Sales,Yearly,Active,2021-08-01
C0555,Customer_555,Enterprise,North,Tech,1677,Direct Sales,Monthly,Inactive,2024-08-29
C0556,Customer_556,Mid-Market,South,Healthcare,3406,Partner,Monthly,Active,2023-01-27
C0557,Customer_557,SMB,South,Tech,2758,Online,Monthly,Active,2023-10-07
C0558,Customer_558,Enterprise,North,Manufacturing,4097,Online,Monthly,Active,2024-01-21
C0559,Customer_559,Mid-Market,North,Healthcare,1943,Partner,Quarterly,Inactive,2022-08-08
C0560,Customer_560,Enterprise,North,Finance,373,Partner,Quarterly,Inactive,2022-05-22
C0561,Customer_561,Mid-Market,North,Retail,425,Online,Monthly,Active,2021-11-04
C0562,Customer_562,SMB,West,Manufacturing,2247,Direct Sales,Monthly,Inactive,2024-07-27
C0563,Customer_563,SMB,South,Retail,3333,Partner,Quarterly,Inactive,2024-09-07
C0564,Customer_564,SMB,West,Tech,1416,Online,Monthly,Active,2025-04-14
C0565,Customer_565,Enterprise,North,Tech,4889,Partner,Yearly,Inactive,2021-01-06
C0566,Customer_566,Mid-Market,West,Healthcare,286,Direct Sales,Yearly,Active,2022-09-16
C0567,Customer_567,SMB,North,Tech,3660,Online,Monthly,Inactive,2023-09-03
C0568,Customer_568,SMB,North,Manufacturing,4773,Direct Sales,Yearly,Active,2025-05-11
C0569,Customer_569,Mid-Market,East,Manufacturing,4335,Direct Sales,Yearly,Active,2022-06-05
C0570,Customer_570,Mid-Market,South,Tech,2882,Direct Sales,Yearly,Inactive,2020-10-31
C0571,Customer_571,Mid-Market,North,Retail,1335,Direct Sales,Quarterly,Inactive,2024-11-15
C0572,Customer_572,Enterprise,North,Tech,2676,Online,Quarterly,Inactive,2020-04-13
C0573,Customer_573,Mid-Market,South,Manufacturing,3151,Partner,Monthly,Active,2022-07-29
C0574,Customer_574,SMB,West,Retail,4133,Partner,Quarterly,Active,2022-10-15
C0575,Customer_575,Mid-Market,North,Retail,3354,Partner,Monthly,Active,2024-08-18
C0576,Customer_576,Enterprise,East,Manufacturing,4656,Online,Yearly,Inactive,2025-04-30
C0577,Customer_577,SMB,East,Retail,1876,Partner,Quarterly,Inactive,2024-01-07
C0578,Customer_578,Mid-Market,East,Tech,984,Online,Yearly,Active,2020-01-05
C0579,Customer_579,SMB,East,Healthcare,4536,Direct Sales,Quarterly,Active,2020-04-03
C0580,Customer_580,Enterprise,West,Finance,3402,Online,Quarterly,Active,2021-01-19
C0581,Customer_581,Enterprise,West,Finance,3794,Online,Yearly,Inactive,2020-08-08
C0582,Customer_582,SMB,North,Manufacturing,1059,Partner,Quarterly,Active,2025-05-27
C0583,Customer_583,SMB,North,Manufacturing,447,Direct Sales,Quarterly,Inactive,2025-03-08
C0584,Customer_584,Mid-Market,South,Manufacturing,1472,Direct Sales,Monthly,Active,2022-03-04
C0585,Customer_585,Mid-Market,East,Manufacturing,3201,Partner,Yearly,Active,2021-07-14
C0586,Customer_586,SMB,East,Healthcare,3759,Online,Monthly,Inactive,2023-05-18
C0587,Customer_587,Mid-Market,East,Manufacturing,2621,Direct Sales,Yearly,Active,2021-02-15
C0588,Customer_588,Enterprise,East,Healthcare,1136,Direct Sales,Yearly,Active,2022-10-28
C0589,Customer_589,Mid-Market,East,Retail,2935,Direct Sales,Quarterly,Inactive,2023-10-12
C0590,Customer_590,Mid-Market,East,Tech,154,Direct Sales,Monthly,Active,2022-02-19
C0591,Customer_591,Enterprise,North,Retail,1687,Partner,Monthly,Inactive,2023-10-31
C0592,Customer_592,SMB,South,Retail,2467,Online,Yearly,Active,2022-01-04
C0593,Customer_593,SMB,North,Manufacturing,4652,Online,Yearly,Inactive,2021-05-01
C0594,Customer_594,Mid-Market,East,Retail,3175,Partner,Quarterly,Inactive,2025-06-01
C0595,Customer_595,Mid-Market,North,Retail,2108,Online,Yearly,Inactive,2024-08-26
